467,221.4815,0.6901019
468,221.9107,0.6901113
469,222.4995,0.6901905
470,222.9376,0.690137
471,223.4251,0.6901565
472,223.8592,0.690217
473,224.3099,0.6901847
474,223.7593,0.6901844
475,224.2074,0.690195
476,224.753,0.6902759
477,225.228,0.6903688
478,225.7736,0.690341
479,226.3301,0.6904336
480,226.772,0.6903681
481,227.1626,0.6903117
482,227.6269,0.6902207
483,228.0644,0.690262
484,228.4814,0.6902753
485,228.9802,0.690384
486,229.3808,0.6903533
487,229.855,0.6903254
488,230.2852,0.6903959
489,230.7049,0.6904381
490,231.0956,0.6904563
491,231.6267,0.6904207
492,232.0173,0.6903962
493,232.4081,0.6904443
494,232.8693,0.6904178
495,233.2825,0.6904877
496,233.9693,0.6905249
497,234.4212,0.6904811
498,234.8288,0.6905217
499,235.2706,0.6905726
500,235.7338,0.6906424
501,236.3888,0.6908424
502,236.8763,0.6909463
503,237.3467,0.6908651
504,237.8487,0.6908672
505,238.2853,0.6908072
506,238.7041,0.6907928
507,239.1204,0.6907606
508,239.5395,0.69079
509,240.0114,0.690824
510,240.4022,0.6907429
511,240.872,0.6908007
512,241.3243,0.6908979
513,241.7908,0.6908377
514,242.3621,0.6907875
515,242.8496,0.6907308
516,242.3089,0.6907758
517,242.776,0.6907921
518,243.2078,0.6908362
519,243.6257,0.690839
520,244.0875,0.6909569
521,244.5158,0.6909277
522,245.0514,0.690876
523,245.6507,0.6908757
524,246.1932,0.6908615
525,246.5655,0.6908653
526,247.093,0.6909215
527,247.5605,0.6909341
528,247.9811,0.6908733
529,248.4912,0.6909106
530,248.9608,0.6910343
531,249.3801,0.6910369
532,249.8141,0.6909608
533,250.2716,0.6909697
534,250.8105,0.6910135
535,251.2353,0.6909392
536,251.6972,0.6909235
537,252.1333,0.6909579
538,252.5496,0.6909875
539,253.0015,0.6910558
540,253.4449,0.6910211
541,253.836,0.6910925
542,254.2566,0.6910928
543,254.7731,0.6911096
544,255.302,0.6911153
545,255.7544,0.6910906
546,256.1544,0.6911239
547,256.5851,0.691402
548,256.9801,0.6913547
549,257.442,0.6913664
550,257.9736,0.6913326
551,258.3856,0.6913867
552,258.807,0.691322
553,259.2902,0.6912913
554,259.8826,0.6912968
555,259.4213,0.6913352
556,259.9331,0.6915177
557,260.3549,0.6916281
558,260.8042,0.6916734
559,261.2761,0.6916329
560,261.8718,0.6917104
561,262.3165,0.6916796
562,262.7299,0.6917018
563,263.147,0.6917785
564,263.582,0.6917629
565,264.0233,0.6917343
566,264.5207,0.6917002
567,264.9771,0.6917297
568,265.4694,0.6917841
569,266.0168,0.6918758
570,266.4464,0.691862
571,266.9589,0.6919292
572,267.45,0.6918976
573,267.8586,0.6919505
574,268.2642,0.6919548
575,268.6885,0.6919258
576,269.2047,0.6918711
577,269.795,0.6918514
578,270.2155,0.6919473
579,270.6935,0.6923069
580,271.1208,0.6925157
581,271.5926,0.6924884
582,272.0141,0.6925311
583,272.4179,0.6926551
584,272.8532,0.6927035
585,273.2821,0.6926785
586,273.6802,0.69265
587,274.1455,0.6927407
588,274.6121,0.6927924
589,275.0313,0.6927556
590,275.5697,0.6927332
591,274.9624,0.6927585
592,275.4285,0.6927172
593,275.9114,0.6927674
594,276.3737,0.69273
595,276.8714,0.6927874
596,277.3994,0.6929094
597,277.8643,0.6929215
598,278.3756,0.6929052
599,278.9073,0.6929125
600,279.3973,0.6929822
601,279.8597,0.6929459
602,280.3746,0.6929236
603,280.8513,0.693066
604,281.3536,0.6932349
605,281.8291,0.6932887
606,282.2514,0.6932832
607,282.7901,0.6934294
608,283.1963,0.6934464
609,283.6097,0.693425
610,284.0337,0.6934491
611,284.498,0.6934737
612,284.9955,0.6935376
613,285.3682,0.6935401
614,285.7656,0.6934431
615,286.1804,0.6935406
616,286.6144,0.693543
617,287.1107,0.6934924
618,287.565,0.6935681
619,287.9614,0.6935938
620,288.3763,0.6935044
621,288.7566,0.6935567
622,288.2528,0.6937693
623,288.6791,0.6937808
624,289.0969,0.6938573
625,289.5487,0.6938397
626,290.0007,0.693947
627,290.439,0.6939389
628,290.8553,0.6939669
629,291.3546,0.6940481
630,291.9994,0.6940316
631,292.4857,0.6940626
632,292.8834,0.6940718
633,293.3197,0.6939943
634,293.789,0.6940127
635,294.3348,0.693949
636,294.7891,0.6939675
637,295.251,0.6939401
638,295.7673,0.6939529
639,296.2207,0.6940527
640,296.687,0.6940714
641,297.1983,0.6941633
642,297.6045,0.6941984
643,298.1203,0.6941999
644,298.4982,0.6942751
645,298.9576,0.694351
646,299.3519,0.6943644
647,299.7445,0.6943719
648,300.3686,0.6942797
649,300.7898,0.6942209
650,300.3242,0.6942876
651,300.8274,0.6942805
652,301.2581,0.6944494
653,301.7158,0.6944567
654,302.1565,0.6944083
655,302.6553,0.6943765
656,303.0605,0.6943027
657,303.5313,0.6943558
658,303.9821,0.6943902
659,304.4227,0.6943401
660,304.8881,0.6943521
661,305.3669,0.6945005
662,305.8481,0.6944777
663,306.3339,0.694473
664,306.7684,0.6945077
665,307.2063,0.6946573
666,307.6895,0.6945855
667,308.0878,0.6945483
668,308.4985,0.69454
669,308.933,0.69452
670,309.4137,0.6944795
671,309.8643,0.6945546
672,310.3613,0.694565
673,310.8214,0.6946238
674,311.2635,0.6946203
675,311.7777,0.6945909
676,312.2519,0.6946019
677,312.6513,0.6946296
678,312.0919,0.694648
679,312.4969,0.6947423
680,312.9488,0.6947962
681,313.4067,0.6947772
682,313.9242,0.6947822
683,314.3554,0.6948249
684,314.8329,0.694917
685,315.3576,0.6949293
686,315.8304,0.6950856
687,316.2476,0.6953005
688,316.7476,0.6953868
689,317.1263,0.6953479
690,317.587,0.6953064
691,317.9564,0.6953337
692,318.3289,0.6953826
693,318.7851,0.6953777
694,319.2845,0.6954081
695,319.7534,0.6955318
696,320.2411,0.6954725
697,320.7114,0.6955445
698,321.1409,0.6955159
699,321.6074,0.6955664
700,322.0238,0.6956988
701,322.4589,0.6957408
702,322.8879,0.6958423
703,323.3403,0.6958303
704,323.804,0.6960244
705,324.2426,0.6959932
706,324.7823,0.6959697
707,325.2264,0.6958786
708,325.6089,0.6958466
709,326.0072,0.6958427
710,326.4578,0.6958609
711,326.9222,0.6958665
712,327.5189,0.6958015
713,327.9094,0.6958402
714,328.3731,0.6958672
715,327.7837,0.6958754
716,328.2143,0.6959266
717,328.6927,0.6959466
718,329.1233,0.6958866
719,329.6353,0.6958769
720,330.0867,0.6959479
721,330.466,0.6959871
722,330.9848,0.6959871
723,331.4659,0.6960077
724,331.8144,0.6959894
725,332.1994,0.6959848
726,332.6525,0.6959347
727,333.0788,0.6960086
728,333.495,0.6960245
729,333.9013,0.6960538
730,334.3942,0.6962687
731,334.9511,0.6961986
732,335.3573,0.6962254
733,335.8606,0.6962303
734,336.3612,0.6962573
735,336.8343,0.6964483
736,337.2506,0.6964835
737,337.7321,0.6965093
738,338.1468,0.6965164
739,338.6526,0.696547
740,339.0788,0.6965299
741,339.4673,0.6965803
742,339.9192,0.6965654
743,340.3573,0.6965378
744,340.7779,0.6965451
745,341.3236,0.6965346
746,341.6987,0.6964791
747,342.2319,0.6965171
748,341.7325,0.696613
749,342.133,0.6966228
750,342.6307,0.6966491
751,343.0938,0.6966595
752,343.5159,0.6966794
753,343.9554,0.6966159
754,344.4164,0.6965762
755,344.8358,0.6966692
756,345.2932,0.6966499
757,345.8389,0.6967315
758,346.2439,0.6967578
759,346.6766,0.6967813
760,347.0827,0.6968376
761,347.4746,0.6968969
762,347.8726,0.6968793
763,348.2706,0.6968875
764,348.6656,0.6968207
765,349.145,0.6968058
766,349.7098,0.6969182
767,350.1332,0.696855
768,350.5651,0.6968482
769,351.0585,0.6968247
770,351.4935,0.6968281
771,351.9597,0.6967921
772,352.3811,0.6967705
773,352.8183,0.6968205
774,353.2449,0.6967847
775,353.7468,0.6968203
776,354.3351,0.6967571
777,354.7895,0.6966642
778,355.1921,0.6966819
779,355.6344,0.6967234
780,356.0595,0.6967614
781,355.4989,0.6967191
782,355.9353,0.696764
783,356.3572,0.6967615
784,356.7298,0.6967985
785,357.1009,0.6968013
786,357.5228,0.696857
787,357.9714,0.696821
788,358.4858,0.6967113
789,359.031,0.6967342
790,359.5185,0.6966716
791,359.9568,0.6966995
792,360.3804,0.6966998
793,360.8948,0.6966601
794,361.4603,0.6967071
795,361.8572,0.6967576
796,362.2877,0.6967668
797,362.8843,0.696745
798,363.32,0.6967469
799,363.7696,0.6967415
800,364.2466,0.69677
801,364.6945,0.6967397
802,365.149,0.6967204
803,365.6203,0.6967737
804,366.051,0.6967778
805,366.4416,0.6967704
806,366.8529,0.696764
807,367.2736,0.6967627
808,367.7398,0.6967642
809,368.1738,0.6967973
810,368.6157,0.696797
811,369.0126,0.6967352
812,369.4376,0.6967133
813,369.9208,0.696898
814,370.3589,0.6970065
815,370.7751,0.6970338
816,371.1795,0.6970205
817,371.6157,0.6969528
818,371.9907,0.696921
819,371.4806,0.6970975
820,371.9793,0.6971197
821,372.3929,0.6971374
822,372.7679,0.6971377
823,373.251,0.6971694
824,373.6908,0.6971863
825,374.174,0.6971841
826,374.6078,0.6971879
827,375.1222,0.6971777
828,375.5446,0.6971276
829,376.0229,0.6971098
830,376.3971,0.6971304
831,376.867,0.6972712
832,377.3863,0.6972346
833,377.8039,0.6972672
834,378.2826,0.6972669
835,378.7213,0.6972667
836,379.1688,0.6974488
837,379.6656,0.6973979
838,380.0962,0.6973772
839,380.4832,0.6975102
840,380.9337,0.6974396
841,381.4012,0.6974502
842,381.8234,0.6975018
843,382.2753,0.697563
844,382.774,0.6974577
845,383.2276,0.6974491
846,383.8173,0.6974888
847,384.3648,0.6975315
848,384.8223,0.697534
849,385.3036,0.6975092
850,385.7398,0.6974228
851,386.1717,0.6974385
852,386.6382,0.6974565
853,387.1132,0.69737
854,386.607,0.6973889
855,387.0945,0.6975379
856,387.5728,0.6975236
857,387.9634,0.6975573
858,388.4566,0.6976313
859,388.8548,0.6976547
860,389.2755,0.6976388
861,389.647,0.6976237
862,390.1188,0.6976141
863,390.5295,0.6975607
864,391.1028,0.6975933
865,391.5035,0.6975894
866,391.8956,0.6975891
867,392.41,0.6976102
868,392.9685,0.6975569
869,393.3791,0.6975186
870,393.8466,0.6976493
871,394.2648,0.6976383
872,394.6526,0.6976049
873,395.0864,0.6976213
874,395.7341,0.6976048
875,396.2316,0.6975954
